name,Scientific Name,Endemic Status,Conservation Status,forest,city,Region,Unique Fact,Season,active
Aloe Vera,Azadirachta indica,No,Vulnerable,Deserts,Nagpur,Central India,Healing properties for skin,summer,night
Cactus,Musa acuminata,Yes,Least Concern,Deserts,Hyderabad,North India,National flower of India,summer,night
Lotus,Azadirachta indica,No,Least Concern,Deserts,Ahmedabad,Central India,Survives in arid climates,monsoon,night
Sunflower,Helianthus annuus,No,Least Concern,Wetlands,Jaipur,Central India,Produces delicious fruit,spring,night
Aloe Vera,Cactaceae,Yes,Least Concern,Fields,Kolkata,South India,Healing properties for skin,monsoon,morning
Sunflower,Nelumbo nucifera,Yes,Least Concern,Wetlands,Pune,Northeast India,Known for medicinal properties,summer,night
Cactus,Ocimum sanctum,No,Near Threatened,Deserts,Chennai,Central India,Survives in arid climates,monsoon,afternoon
Lotus,Azadirachta indica,Yes,Near Threatened,Tropical Forests,Nagpur,East India,National flower of India,monsoon,night
Cactus,Nelumbo nucifera,Yes,Least Concern,Grasslands,Ahmedabad,West India,Sacred plant in India,monsoon,afternoon
Pine Tree,Rosa indica,No,Least Concern,Urban Gardens,Mumbai,West India,Sacred plant in India,monsoon,night
Mango Tree,Nelumbo nucifera,No,Endangered,Fields,Amravati,South India,Healing properties for skin,summer,morning
Neem Tree,Cactaceae,Yes,Endangered,Deserts,Jaipur,Central India,Evergreen and long-lived,winter,afternoon
Neem Tree,Mangifera indica,Yes,Least Concern,Tropical Forests,Bangalore,South India,National flower of India,monsoon,night
Tulsi,Pinus,No,Endangered,Grasslands,Amravati,Central India,Healing properties for skin,monsoon,night
Pine Tree,Helianthus annuus,No,Least Concern,Tropical Forests,Hyderabad,West India,Healing properties for skin,summer,morning
Sunflower,Azadirachta indica,Yes,Least Concern,Mountains,Lucknow,West India,Fast-growing and high yield,winter,morning
Mango Tree,Rosa indica,Yes,Endangered,Grasslands,Ahmedabad,Northeast India,Fast-growing and high yield,winter,night
Banana Plant,Helianthus annuus,Yes,Endangered,Grasslands,Kolkata,West India,Healing properties for skin,spring,morning
Neem Tree,Aloe barbadensis,No,Endangered,Mountains,Lucknow,South India,Known for medicinal properties,spring,night
Aloe Vera,Helianthus annuus,Yes,Near Threatened,Fields,Chennai,Northeast India,Known for medicinal properties,monsoon,night
Pine Tree,Aloe barbadensis,Yes,Least Concern,Mountains,Lucknow,Central India,Healing properties for skin,monsoon,afternoon
Tulsi,Rosa indica,Yes,Vulnerable,Fields,Bangalore,South India,Produces delicious fruit,spring,night
Lotus,Nelumbo nucifera,Yes,Vulnerable,Mountains,Pune,Northeast India,Healing properties for skin,monsoon,afternoon
Neem Tree,Ocimum sanctum,Yes,Vulnerable,Coastal Forests,Chennai,Northeast India,National flower of India,summer,afternoon
Neem Tree,Azadirachta indica,Yes,Endangered,Mountains,Chennai,East India,Sacred plant in India,monsoon,morning
Neem Tree,Ocimum sanctum,Yes,Near Threatened,Wetlands,Kolkata,South India,Evergreen and long-lived,summer,morning
Pine Tree,Musa acuminata,No,Endangered,Orchards,Hyderabad,West India,Fast-growing and high yield,summer,night
Sunflower,Nelumbo nucifera,No,Near Threatened,Deserts,Pune,North India,Produces delicious fruit,monsoon,morning
Sunflower,Azadirachta indica,Yes,Least Concern,Mountains,Bangalore,Central India,Turns towards the sun,summer,afternoon
Tulsi,Nelumbo nucifera,No,Endangered,Mountains,Nagpur,North India,Produces delicious fruit,winter,afternoon
Sunflower,Ocimum sanctum,Yes,Endangered,Fields,Hyderabad,Northeast India,Survives in arid climates,winter,night
Aloe Vera,Mangifera indica,Yes,Endangered,Fields,Nagpur,East India,Sacred plant in India,spring,morning
Mango Tree,Rosa indica,Yes,Vulnerable,Tropical Forests,Ahmedabad,North India,Symbol of love and beauty,spring,afternoon
Mango Tree,Rosa indica,No,Vulnerable,Tropical Forests,Kolkata,Northeast India,Healing properties for skin,summer,afternoon
Tulsi,Mangifera indica,No,Vulnerable,Orchards,Kolkata,Central India,Produces delicious fruit,monsoon,morning
Tulsi,Cactaceae,No,Least Concern,Wetlands,Delhi,Northeast India,Survives in arid climates,spring,morning
Aloe Vera,Helianthus annuus,Yes,Vulnerable,Grasslands,Chennai,South India,Sacred plant in India,winter,morning
Pine Tree,Pinus,Yes,Near Threatened,Grasslands,Hyderabad,East India,Known for medicinal properties,summer,morning
Rose,Nelumbo nucifera,No,Least Concern,Mountains,Bangalore,West India,Turns towards the sun,winter,afternoon
Mango Tree,Ocimum sanctum,No,Endangered,Urban Gardens,Mumbai,West India,Known for medicinal properties,spring,morning
Rose,Cactaceae,No,Vulnerable,Orchards,Lucknow,West India,Healing properties for skin,winter,afternoon
Neem Tree,Nelumbo nucifera,No,Least Concern,Orchards,Jaipur,East India,Symbol of love and beauty,winter,afternoon
Aloe Vera,Cactaceae,Yes,Near Threatened,Deserts,Jaipur,North India,National flower of India,spring,night
Sunflower,Nelumbo nucifera,No,Vulnerable,Mountains,Bangalore,West India,Known for medicinal properties,spring,afternoon
Pine Tree,Helianthus annuus,Yes,Vulnerable,Mountains,Pune,North India,Sacred plant in India,spring,night
Tulsi,Rosa indica,No,Least Concern,Orchards,Nagpur,North India,National flower of India,monsoon,morning
Lotus,Pinus,Yes,Endangered,Deserts,Mumbai,North India,National flower of India,spring,afternoon
Tulsi,Musa acuminata,No,Least Concern,Rainforests,Hyderabad,North India,Healing properties for skin,spring,morning
Rose,Musa acuminata,No,Least Concern,Orchards,Jaipur,Northeast India,Symbol of love and beauty,monsoon,morning
Sunflower,Musa acuminata,Yes,Vulnerable,Coastal Forests,Nagpur,West India,Turns towards the sun,spring,morning
Aloe Vera,Ocimum sanctum,Yes,Vulnerable,Mountains,Lucknow,North India,Sacred plant in India,spring,night
Rose,Mangifera indica,Yes,Least Concern,Mountains,Chennai,Central India,Produces delicious fruit,monsoon,night
Tulsi,Helianthus annuus,No,Least Concern,Deserts,Amravati,Central India,Symbol of love and beauty,monsoon,night
Pine Tree,Pinus,No,Near Threatened,Urban Gardens,Bangalore,West India,Known for medicinal properties,winter,night
Cactus,Nelumbo nucifera,No,Near Threatened,Rainforests,Jaipur,East India,Produces delicious fruit,winter,night
Lotus,Musa acuminata,Yes,Near Threatened,Rainforests,Bangalore,Central India,Healing properties for skin,monsoon,night
Banana Plant,Aloe barbadensis,No,Vulnerable,Urban Gardens,Hyderabad,West India,National flower of India,summer,night
Cactus,Azadirachta indica,Yes,Near Threatened,Grasslands,Jaipur,North India,Fast-growing and high yield,summer,night
Sunflower,Musa acuminata,No,Vulnerable,Coastal Forests,Ahmedabad,South India,Turns towards the sun,monsoon,afternoon
Pine Tree,Mangifera indica,Yes,Endangered,Wetlands,Lucknow,East India,Symbol of love and beauty,winter,night
Pine Tree,Cactaceae,Yes,Least Concern,Mountains,Pune,Northeast India,Sacred plant in India,monsoon,night
Neem Tree,Pinus,Yes,Near Threatened,Fields,Chennai,North India,National flower of India,summer,morning
Pine Tree,Nelumbo nucifera,Yes,Endangered,Wetlands,Ahmedabad,South India,National flower of India,summer,morning
Sunflower,Pinus,No,Vulnerable,Deserts,Mumbai,East India,Sacred plant in India,summer,afternoon
Lotus,Helianthus annuus,Yes,Least Concern,Grasslands,Hyderabad,West India,Healing properties for skin,monsoon,afternoon
Banana Plant,Ocimum sanctum,No,Endangered,Deserts,Bangalore,South India,Fast-growing and high yield,winter,afternoon
Tulsi,Helianthus annuus,No,Endangered,Orchards,Mumbai,South India,Survives in arid climates,summer,night
Aloe Vera,Helianthus annuus,Yes,Near Threatened,Fields,Mumbai,Central India,Sacred plant in India,winter,morning
Cactus,Azadirachta indica,No,Least Concern,Urban Gardens,Chennai,East India,Produces delicious fruit,monsoon,afternoon
Pine Tree,Nelumbo nucifera,No,Near Threatened,Coastal Forests,Hyderabad,East India,Known for medicinal properties,spring,afternoon
Lotus,Aloe barbadensis,No,Least Concern,Fields,Mumbai,West India,National flower of India,monsoon,night
Banana Plant,Rosa indica,Yes,Vulnerable,Coastal Forests,Chennai,East India,Fast-growing and high yield,monsoon,morning
Cactus,Mangifera indica,No,Near Threatened,Mountains,Kolkata,West India,Known for medicinal properties,winter,night
Mango Tree,Aloe barbadensis,Yes,Least Concern,Deserts,Nagpur,North India,Turns towards the sun,summer,morning
Tulsi,Helianthus annuus,No,Near Threatened,Grasslands,Amravati,West India,National flower of India,summer,morning
Sunflower,Nelumbo nucifera,Yes,Least Concern,Tropical Forests,Bangalore,North India,Symbol of love and beauty,summer,morning
Pine Tree,Rosa indica,No,Vulnerable,Coastal Forests,Hyderabad,South India,Symbol of love and beauty,summer,afternoon
Sunflower,Musa acuminata,Yes,Least Concern,Coastal Forests,Nagpur,East India,Fast-growing and high yield,monsoon,night
Mango Tree,Mangifera indica,No,Least Concern,Rainforests,Kolkata,West India,Produces delicious fruit,winter,night
Aloe Vera,Musa acuminata,Yes,Vulnerable,Rainforests,Hyderabad,Central India,Sacred plant in India,winter,night
Mango Tree,Nelumbo nucifera,No,Least Concern,Coastal Forests,Mumbai,West India,Symbol of love and beauty,spring,night
Neem Tree,Pinus,No,Least Concern,Mountains,Amravati,West India,Sacred plant in India,monsoon,morning
Aloe Vera,Musa acuminata,No,Near Threatened,Fields,Amravati,East India,Healing properties for skin,summer,night
Rose,Mangifera indica,No,Vulnerable,Urban Gardens,Chennai,Central India,Survives in arid climates,winter,afternoon
Lotus,Azadirachta indica,No,Vulnerable,Rainforests,Lucknow,South India,Known for medicinal properties,spring,night
Rose,Mangifera indica,Yes,Least Concern,Coastal Forests,Ahmedabad,Northeast India,Turns towards the sun,monsoon,night
Neem Tree,Azadirachta indica,Yes,Vulnerable,Rainforests,Bangalore,Central India,Evergreen and long-lived,spring,morning
Tulsi,Helianthus annuus,Yes,Least Concern,Deserts,Ahmedabad,South India,Produces delicious fruit,summer,afternoon
Pine Tree,Azadirachta indica,Yes,Vulnerable,Grasslands,Amravati,West India,Fast-growing and high yield,winter,afternoon
Sunflower,Azadirachta indica,No,Endangered,Coastal Forests,Kolkata,Northeast India,Sacred plant in India,spring,afternoon
Sunflower,Aloe barbadensis,Yes,Least Concern,Deserts,Nagpur,West India,Turns towards the sun,monsoon,afternoon
Tulsi,Musa acuminata,Yes,Near Threatened,Grasslands,Jaipur,South India,Symbol of love and beauty,summer,morning
Banana Plant,Mangifera indica,Yes,Endangered,Tropical Forests,Kolkata,Central India,Produces delicious fruit,winter,morning
Sunflower,Helianthus annuus,Yes,Near Threatened,Tropical Forests,Delhi,Northeast India,Known for medicinal properties,summer,night
Cactus,Helianthus annuus,No,Vulnerable,Rainforests,Pune,North India,Produces delicious fruit,winter,afternoon
Tulsi,Pinus,Yes,Near Threatened,Mountains,Hyderabad,Northeast India,Symbol of love and beauty,summer,night
Neem Tree,Helianthus annuus,Yes,Near Threatened,Orchards,Delhi,North India,Survives in arid climates,spring,afternoon
Sunflower,Helianthus annuus,Yes,Least Concern,Rainforests,Ahmedabad,East India,Turns towards the sun,winter,morning
Rose,Helianthus annuus,Yes,Least Concern,Urban Gardens,Nagpur,Central India,Turns towards the sun,winter,morning
Sunflower,Musa acuminata,Yes,Vulnerable,Coastal Forests,Kolkata,North India,Known for medicinal properties,winter,night
Pine Tree,Ocimum sanctum,Yes,Vulnerable,Urban Gardens,Pune,East India,Turns towards the sun,spring,morning
Lotus,Mangifera indica,Yes,Near Threatened,Rainforests,Ahmedabad,North India,Turns towards the sun,winter,morning
Cactus,Azadirachta indica,No,Vulnerable,Deserts,Chennai,North India,Fast-growing and high yield,monsoon,afternoon
Sunflower,Ocimum sanctum,No,Endangered,Tropical Forests,Nagpur,North India,National flower of India,monsoon,afternoon
Pine Tree,Musa acuminata,No,Near Threatened,Tropical Forests,Ahmedabad,West India,Sacred plant in India,winter,morning
Cactus,Azadirachta indica,Yes,Least Concern,Urban Gardens,Lucknow,Northeast India,Evergreen and long-lived,summer,afternoon
Mango Tree,Mangifera indica,No,Least Concern,Grasslands,Nagpur,North India,Survives in arid climates,summer,afternoon
Rose,Aloe barbadensis,Yes,Vulnerable,Rainforests,Lucknow,North India,Sacred plant in India,summer,night
Pine Tree,Helianthus annuus,Yes,Near Threatened,Mountains,Mumbai,North India,National flower of India,summer,afternoon
Neem Tree,Mangifera indica,Yes,Endangered,Tropical Forests,Delhi,West India,Fast-growing and high yield,spring,afternoon
Mango Tree,Helianthus annuus,Yes,Near Threatened,Fields,Ahmedabad,Northeast India,Produces delicious fruit,monsoon,afternoon
Aloe Vera,Ocimum sanctum,Yes,Near Threatened,Orchards,Pune,West India,Sacred plant in India,spring,night
Pine Tree,Ocimum sanctum,No,Near Threatened,Grasslands,Mumbai,North India,Healing properties for skin,monsoon,afternoon
Neem Tree,Nelumbo nucifera,Yes,Near Threatened,Tropical Forests,Jaipur,North India,National flower of India,monsoon,night
Neem Tree,Azadirachta indica,Yes,Least Concern,Orchards,Bangalore,East India,Evergreen and long-lived,spring,morning
Banana Plant,Rosa indica,Yes,Least Concern,Coastal Forests,Mumbai,North India,Turns towards the sun,monsoon,morning
Pine Tree,Cactaceae,No,Endangered,Mountains,Mumbai,East India,Healing properties for skin,monsoon,afternoon
Lotus,Mangifera indica,Yes,Vulnerable,Orchards,Delhi,Central India,Produces delicious fruit,summer,afternoon
Lotus,Mangifera indica,No,Near Threatened,Urban Gardens,Mumbai,Central India,Produces delicious fruit,monsoon,afternoon
Neem Tree,Helianthus annuus,Yes,Endangered,Coastal Forests,Delhi,South India,Symbol of love and beauty,summer,afternoon
Neem Tree,Azadirachta indica,Yes,Near Threatened,Urban Gardens,Delhi,East India,Turns towards the sun,summer,night
Pine Tree,Pinus,Yes,Near Threatened,Tropical Forests,Ahmedabad,Central India,National flower of India,winter,morning
Aloe Vera,Azadirachta indica,Yes,Vulnerable,Wetlands,Kolkata,South India,National flower of India,winter,morning
Neem Tree,Azadirachta indica,No,Least Concern,Tropical Forests,Ahmedabad,Central India,Evergreen and long-lived,monsoon,night
Lotus,Cactaceae,No,Vulnerable,Orchards,Lucknow,West India,Turns towards the sun,winter,night
Aloe Vera,Rosa indica,No,Endangered,Rainforests,Pune,Northeast India,Produces delicious fruit,monsoon,afternoon
Banana Plant,Cactaceae,Yes,Least Concern,Grasslands,Bangalore,West India,Fast-growing and high yield,winter,afternoon
Cactus,Helianthus annuus,No,Vulnerable,Orchards,Delhi,South India,National flower of India,monsoon,afternoon
Aloe Vera,Azadirachta indica,Yes,Near Threatened,Coastal Forests,Ahmedabad,North India,Known for medicinal properties,summer,afternoon
Rose,Ocimum sanctum,No,Near Threatened,Coastal Forests,Ahmedabad,West India,Turns towards the sun,summer,morning
Lotus,Azadirachta indica,Yes,Endangered,Coastal Forests,Hyderabad,East India,National flower of India,monsoon,afternoon
Lotus,Musa acuminata,No,Near Threatened,Urban Gardens,Chennai,North India,Produces delicious fruit,monsoon,night
Sunflower,Helianthus annuus,Yes,Least Concern,Wetlands,Bangalore,East India,Known for medicinal properties,summer,night
Rose,Mangifera indica,No,Vulnerable,Wetlands,Jaipur,South India,Sacred plant in India,summer,morning
Banana Plant,Pinus,No,Endangered,Orchards,Amravati,Northeast India,Survives in arid climates,winter,afternoon
Cactus,Ocimum sanctum,Yes,Vulnerable,Rainforests,Amravati,South India,Sacred plant in India,monsoon,night
Neem Tree,Pinus,No,Vulnerable,Urban Gardens,Delhi,South India,Healing properties for skin,summer,afternoon
Aloe Vera,Cactaceae,Yes,Least Concern,Wetlands,Nagpur,North India,Sacred plant in India,winter,afternoon
Sunflower,Rosa indica,No,Endangered,Deserts,Nagpur,Northeast India,Known for medicinal properties,summer,morning
Tulsi,Ocimum sanctum,Yes,Near Threatened,Orchards,Mumbai,South India,Healing properties for skin,summer,morning
Aloe Vera,Ocimum sanctum,No,Vulnerable,Deserts,Jaipur,Central India,Survives in arid climates,spring,night
Mango Tree,Aloe barbadensis,Yes,Vulnerable,Urban Gardens,Hyderabad,South India,Produces delicious fruit,winter,morning
Mango Tree,Azadirachta indica,No,Least Concern,Tropical Forests,Ahmedabad,Northeast India,Survives in arid climates,summer,night
Pine Tree,Pinus,Yes,Endangered,Fields,Bangalore,West India,Evergreen and long-lived,winter,night
Pine Tree,Nelumbo nucifera,No,Near Threatened,Deserts,Amravati,North India,Produces delicious fruit,spring,night
Rose,Cactaceae,No,Vulnerable,Tropical Forests,Amravati,Northeast India,Healing properties for skin,spring,afternoon
Banana Plant,Cactaceae,Yes,Endangered,Rainforests,Lucknow,West India,Known for medicinal properties,spring,afternoon
Tulsi,Aloe barbadensis,No,Endangered,Deserts,Lucknow,West India,Known for medicinal properties,winter,morning
Banana Plant,Azadirachta indica,Yes,Vulnerable,Deserts,Delhi,Central India,Fast-growing and high yield,winter,morning
